time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-12-10T08:32:53.755Z,31.0167,50.1048,10,4.2,mb,,67,2.671,1.02,us,us60006pp7,2020-03-04T21:26:50.040Z,"43 km NE of Aghajari, Iran",earthquake,7.6,1.9,0.098,29,reviewed,us,us
2019-12-10T08:21:41.183Z,30.8685,50.077,10,4.8,mb,,47,2.709,1.11,us,us60006pp2,2020-03-04T21:26:50.040Z,"29 km NE of Aghajari, Iran",earthquake,7,1.8,0.054,106,reviewed,us,us
2019-12-04T21:37:05.412Z,28.2279,51.66,10,4.6,mb,,58,5.218,0.44,us,us60006m49,2020-02-29T19:52:44.040Z,"112 km SW of F?r?z?b?d, Iran",earthquake,7.6,1.9,0.073,56,reviewed,us,us
2019-12-04T18:47:10.405Z,27.576,57.1621,10,4.1,mb,,82,2.757,1.13,us,us60006m1i,2020-02-29T19:52:49.040Z,"49 km N of M?n?b, Iran",earthquake,8.5,1.9,0.111,22,reviewed,us,us
2019-12-03T17:47:51.158Z,39.1281,54.6174,10,4.6,mb,,122,7.69,1,us,us70006fla,2020-02-29T19:52:43.040Z,"Turkmenistan",earthquake,8.1,1.9,0.074,58,reviewed,us,us
2019-12-03T17:43:20.983Z,39.2711,54.6758,13.75,4.4,mb,,120,7.709,1.25,us,us70006fl8,2020-02-29T19:52:43.040Z,"10 km NE of Gumdag, Turkmenistan",earthquake,8.4,3.8,0.123,26,reviewed,us,us
2019-12-03T14:43:07.354Z,28.7512,51.7498,10,4.2,mb,,96,5.495,0.9,us,us60006q94,2020-02-29T19:52:44.040Z,"77 km SE of Bor?zj?n, Iran",earthquake,9.9,1.9,0.128,17,reviewed,us,us
2019-11-29T19:03:20.569Z,31.9938,49.7484,10,4.4,mb,,64,2.173,1.1,us,us70006ekr,2020-02-19T18:58:20.040Z,"42 km E of Masjed Soleym?n, Iran",earthquake,7.3,1.8,0.07,65,reviewed,us,us
2019-11-29T17:30:13.574Z,31.9789,49.8716,10,4.1,mb,,75,2.278,1.04,us,us60006pfe,2020-02-19T18:57:58.040Z,"53 km E of Masjed Soleym?n, Iran",earthquake,4.4,1.9,0.145,16,reviewed,us,us
2019-11-29T17:20:13.576Z,31.9436,49.8143,10,5,mb,,60,2.23,0.79,us,us70006ehm,2020-02-19T18:58:20.040Z,"48 km E of Masjed Soleym?n, Iran",earthquake,1.7,1.8,0.04,205,reviewed,us,us
2019-11-26T07:10:51.919Z,27.7,53.0452,10,4.4,mb,,82,3.944,1.44,us,us70006d3l,2020-02-19T18:58:05.040Z,"22 km NE of Mohr, Iran",earthquake,9,1.9,0.103,27,reviewed,us,us
2019-11-25T12:30:50.695Z,29.6896,50.4824,10,4.1,mb,,107,6.744,0.86,us,us70006fkl,2020-02-14T22:02:31.040Z,"12 km NNW of Bandar-e Gen?veh, Iran",earthquake,5.1,1.9,0.197,7,reviewed,us,us
2019-11-23T13:45:30.951Z,30.8934,49.8345,10,4.3,mb,,122,5.447,0.85,us,us70006c7n,2020-02-14T22:02:15.040Z,"19 km NE of Om?d?yeh, Iran",earthquake,6.3,2,0.129,17,reviewed,us,us
2019-11-23T10:57:38.307Z,30.985,49.8519,10,4.5,mb,,69,2.484,0.7,us,us70006c64,2020-02-14T22:02:14.040Z,"28 km NNE of Om?d?yeh, Iran",earthquake,8.2,1.7,0.078,48,reviewed,us,us
2019-11-19T18:23:01.582Z,27.0883,57.8242,10,4,mb,,97,2.584,1.42,us,us70006dp0,2020-02-14T22:02:23.040Z,"73 km E of M?n?b, Iran",earthquake,8.3,1.9,0.119,24,reviewed,us,us
2019-11-19T00:14:13.557Z,38.5443,44.4021,10,4.7,mwr,,32,1.623,0.71,us,us700069pz,2020-02-14T22:02:04.040Z,"38 km ESE of Özalp, Turkey",earthquake,5.5,1.8,0.083,14,reviewed,us,us
2019-11-19T00:12:01.065Z,38.7317,44.4347,10,4,mb,,80,1.434,1.31,us,us700069pw,2020-02-14T22:02:04.040Z,"39 km ENE of Özalp, Turkey",earthquake,4.3,2,0.157,11,reviewed,us,us
2019-11-18T00:38:41.779Z,37.7639,47.7997,14.02,4,mb,,65,2.834,1.23,us,us700069au,2020-02-07T20:22:06.040Z,"65 km SSW of Om?dcheh, Iran",earthquake,7.4,6.3,0.138,14,reviewed,us,us
2019-11-15T20:49:20.992Z,29.9164,47.8006,10,4.1,mb,,115,5.475,0.9,us,us700068m6,2020-02-07T20:21:34.040Z,"17 km SW of Umm Qa?r, Iraq",earthquake,8.4,2,0.174,10,reviewed,us,us
2019-11-15T11:47:38.641Z,29.8401,47.683,10,4.1,mb,,77,5.516,0.47,us,us70006bm1,2020-02-07T20:21:27.040Z,"31 km SW of Umm Qa?r, Iraq",earthquake,7.4,1.9,0.151,12,reviewed,us,us
2019-11-15T01:51:18.607Z,27.1001,57.8218,10,4.5,mb,,167,2.592,1.05,us,us70006bl7,2020-02-07T20:21:18.040Z,"72 km E of M?n?b, Iran",earthquake,8.2,1.8,0.108,25,reviewed,us,us
2019-11-13T17:57:47.385Z,27.7649,53.1371,10,4.3,mb,,73,3.931,1.2,us,us60006b67,2020-02-07T20:20:40.040Z,"34 km NE of Mohr, Iran",earthquake,7.6,1.9,0.094,32,reviewed,us,us
2019-11-13T16:28:21.827Z,27.7658,53.0613,10,4.3,mb,,73,3.979,0.51,us,us60006b3t,2020-02-07T20:20:39.040Z,"29 km NE of Mohr, Iran",earthquake,4.2,1.9,0.1,28,reviewed,us,us
2019-11-12T13:18:25.082Z,27.1582,57.7747,10,4.1,mb,,96,2.617,0.75,us,us60006amw,2020-02-07T20:20:22.040Z,"68 km E of M?n?b, Iran",earthquake,9,1.9,0.12,21,reviewed,us,us
2019-11-12T08:25:21.359Z,27.1756,57.8137,10,4.9,mb,,95,2.651,1.06,us,us60006ajd,2020-02-07T20:20:19.040Z,"72 km E of M?n?b, Iran",earthquake,7.6,1.5,0.066,72,reviewed,us,us
2019-11-12T06:01:00.643Z,27.3391,54.8662,10,4.2,mb,,62,2.67,0.97,us,us60006ai1,2020-02-07T20:20:17.040Z,"80 km ESE of Ger?sh, Iran",earthquake,8.3,1.9,0.115,21,reviewed,us,us
2019-11-11T00:58:43.261Z,38.4497,45.3245,10,4,mb,,75,1.755,1.02,us,us60006a3k,2020-02-01T23:22:20.040Z,"34 km ESE of Khowy, Iran",earthquake,6.5,2,0.143,13,reviewed,us,us
2019-11-11T00:12:27.939Z,27.0673,58.0066,10,4.1,mb,,137,2.663,0.75,us,us60006a36,2020-02-01T23:22:19.040Z,"91 km E of M?n?b, Iran",earthquake,6.9,1.9,0.111,22,reviewed,us,us
2019-11-10T16:02:12.852Z,27.9215,56.3729,10,4.6,mb,,67,2.968,0.77,us,us60006a04,2020-02-01T23:22:18.040Z,"81 km N of Bandar Abbas, Iran",earthquake,8.7,1.9,0.071,59,reviewed,us,us
2019-11-10T02:13:47.469Z,37.7305,47.5146,10,4.8,mb,,102,2.662,1.21,us,us600069v0,2020-02-01T23:22:14.040Z,"49 km NE of Hashtr?d, Iran",earthquake,7.4,1.8,0.05,124,reviewed,us,us
2019-11-08T13:51:47.560Z,37.8833,47.4575,10,4.6,mb,,47,2.756,0.73,us,us6000696k,2020-02-01T23:21:59.040Z,"57 km NE of Hashtr?d, Iran",earthquake,4.1,1.9,0.08,47,reviewed,us,us
2019-11-07T23:07:17.422Z,36.7464,45.2173,10,4.4,mb,,76,1.131,0.73,us,us600068wr,2020-02-01T23:21:52.040Z,"8 km NE of Piranshahr, Iran",earthquake,5.4,1.9,0.072,55,reviewed,us,us
2019-11-07T22:47:07.041Z,37.8026,47.5814,20,5.9,mww,,20,2.752,0.67,us,us600068w0,2020-10-24T11:56:21.590Z,"59 km NE of Hashtr?d, Iran",earthquake,6.5,1.7,0.059,28,reviewed,us,us
2019-11-07T18:00:56.450Z,27.2937,55.0357,10,4.2,mb,,54,2.563,0.76,us,us600068qk,2020-02-01T23:21:50.040Z,"82 km N of Bandar-e Lengeh, Iran",earthquake,5.9,1.6,0.093,32,reviewed,us,us
2019-11-06T16:28:51.488Z,27.2849,54.8962,10,4.5,mb,,56,2.609,0.76,us,us700063z0,2020-02-01T23:21:41.040Z,"80 km N of Bandar-e Lengeh, Iran",earthquake,7.3,1.9,0.065,69,reviewed,us,us
2019-11-06T12:23:35.586Z,27.2623,54.8198,10,4.3,mb,,58,2.621,0.68,us,us700063wv,2020-02-01T23:21:40.040Z,"78 km N of Bandar-e Lengeh, Iran",earthquake,6.1,1.9,0.089,36,reviewed,us,us
2019-11-06T08:37:24.231Z,26.7301,55.1342,10,4.5,mb,,58,2.022,1.16,us,us700063w2,2020-02-01T23:21:40.040Z,"31 km NE of Bandar-e Lengeh, Iran",earthquake,7.2,1.9,0.096,32,reviewed,us,us
2019-11-06T07:40:43.027Z,27.238,54.9597,10,5.4,mww,,33,2.542,0.83,us,us700063vr,2020-02-01T23:21:39.040Z,"75 km N of Bandar-e Lengeh, Iran",earthquake,7.2,1.8,0.086,13,reviewed,us,us
2019-11-04T00:45:21.541Z,26.0591,54.7317,10,4.1,mb,,126,1.732,0.72,us,us700062rg,2020-01-18T20:00:57.040Z,"57 km SSW of Bandar-e Lengeh, Iran",earthquake,7.6,2,0.14,14,reviewed,us,us
2019-11-04T00:18:40.970Z,26.1262,54.6997,10,4.2,mb,,89,1.797,0.79,us,us700062rd,2020-01-18T20:00:57.040Z,"51 km SSW of Bandar-e Lengeh, Iran",earthquake,7.9,1.9,0.091,34,reviewed,us,us
2019-11-03T13:24:58.325Z,33.6377,46.3906,10,4.4,mb,,102,1.576,0.28,us,us60006ap8,2020-01-18T20:00:46.040Z,"2 km W of ?l?m, Iran",earthquake,5.7,2,0.203,7,reviewed,us,us
2019-11-01T19:23:35.168Z,30.4302,50.6403,10,4,mb,,78,6.245,0.7,us,us600069a6,2020-01-18T20:00:44.040Z,"17 km WNW of Dogonbadan, Iran",earthquake,5.6,1.9,0.149,13,reviewed,us,us
2019-11-01T08:20:57.175Z,32.6933,48.1582,10,4.5,mb,,59,3.154,0.78,us,us700061xb,2020-01-18T20:00:52.040Z,"47 km NW of Shahrak-e K?l?r?, Iran",earthquake,6.6,1.6,0.088,38,reviewed,us,us
2019-10-31T15:43:59.157Z,26.158,54.7286,10,5,mb,,45,1.798,1.01,us,us700061lx,2020-01-18T20:00:50.040Z,"46 km SSW of Bandar-e Lengeh, Iran",earthquake,6.4,1.8,0.042,179,reviewed,us,us
2019-10-31T14:58:39.184Z,35.4863,53.3448,10,4.3,mb,,111,6.245,1.14,us,us700061lf,2020-01-18T20:00:50.040Z,"10 km SSW of Semnan, Iran",earthquake,13.1,2,0.107,25,reviewed,us,us
2019-10-30T11:33:04.749Z,27.2576,55.073,10,4.3,mb,,93,2.517,0.94,us,us600064tu,2020-01-18T20:00:39.040Z,"79 km NNE of Bandar-e Lengeh, Iran",earthquake,5.6,1.9,0.118,20,reviewed,us,us
2019-10-30T01:56:52.300Z,27.2171,55.0268,10,4.5,mb,,55,2.497,0.81,us,us600064nz,2020-01-18T20:00:38.040Z,"74 km NNE of Bandar-e Lengeh, Iran",earthquake,7.6,1.9,0.069,61,reviewed,us,us
2019-10-29T16:23:46.996Z,27.0853,54.9044,10,4.2,mb,,61,2.43,1.15,us,us7000642h,2020-01-18T20:00:59.040Z,"58 km N of Bandar-e Lengeh, Iran",earthquake,6,1.9,0.176,9,reviewed,us,us
2019-10-28T14:13:03.820Z,34.3827,47.5464,10,4.4,mb,,60,1.672,1.18,us,us600063y2,2020-01-11T21:26:52.040Z,"12 km NNW of Hars?n, Iran",earthquake,8,1.9,0.088,37,reviewed,us,us
2019-10-24T03:14:59.497Z,27.2412,54.9249,10,4.3,mb,,60,2.559,0.62,us,us600062kq,2020-01-11T21:26:33.040Z,"75 km N of Bandar-e Lengeh, Iran",earthquake,5.2,1.9,0.119,20,reviewed,us,us
2019-10-22T22:10:03.576Z,27.278,55.0669,10,4.1,mb,,115,2.538,0.34,us,us700061np,2020-01-11T21:26:25.040Z,"81 km NNE of Bandar-e Lengeh, Iran",earthquake,10.8,2,0.212,6,reviewed,us,us
2019-10-22T04:33:18.924Z,27.1838,54.9703,10,4.3,mb,,114,2.49,0.94,us,us700061mj,2020-01-11T21:26:21.040Z,"69 km N of Bandar-e Lengeh, Iran",earthquake,8.2,1.9,0.142,14,reviewed,us,us
2019-10-22T02:34:51.151Z,27.2075,54.9732,10,4.1,mb,,95,2.51,0.94,us,us700061mf,2020-01-11T21:26:21.040Z,"72 km N of Bandar-e Lengeh, Iran",earthquake,9.5,1.9,0.145,13,reviewed,us,us
2019-10-21T18:11:28.184Z,31.4282,51.3214,10,4.2,mb,,159,5.96,0.96,us,us7000617h,2020-01-03T16:09:46.040Z,"23 km W of Sem?rom, Iran",earthquake,8.4,1.9,0.187,8,reviewed,us,us
2019-10-21T13:16:17.794Z,27.2424,55.063,10,4.5,mb,,54,2.507,0.67,us,us70006179,2020-01-03T16:09:44.040Z,"77 km NNE of Bandar-e Lengeh, Iran",earthquake,9.3,1.9,0.115,22,reviewed,us,us
2019-10-21T12:06:32.860Z,27.2192,54.9412,10,4.3,mb,,96,2.533,0.73,us,us7000616x,2020-01-03T16:09:43.040Z,"73 km N of Bandar-e Lengeh, Iran",earthquake,10.3,1.9,0.138,15,reviewed,us,us
2019-10-21T10:58:52.650Z,27.2259,55.0039,9,5.5,mww,,23,2.514,1.04,us,us70005wp5,2020-07-10T17:51:25.297Z,"75 km N of Bandar-e Lengeh, Iran",earthquake,7,1.8,0.063,24,reviewed,us,us
2019-10-20T16:52:43.344Z,31.6604,49.3639,10,4,mb,,126,4.601,0.76,us,us600064cw,2020-01-03T16:09:39.040Z,"31 km S of Masjed Soleym?n, Iran",earthquake,8.5,2,0.173,9,reviewed,us,us
2019-10-18T04:09:39.062Z,26.594,55.1051,10,4.2,mb,,104,1.917,1.2,us,us70005v9x,2020-01-03T16:09:27.040Z,"22 km E of Bandar-e Lengeh, Iran",earthquake,7.3,1.9,0.121,19,reviewed,us,us
2019-10-18T03:00:13.895Z,29.0172,51.3514,21.61,4.2,mb,,93,5.931,1.24,us,us70005v9e,2020-01-03T16:09:27.040Z,"30 km SSE of Bor?zj?n, Iran",earthquake,9.6,6.5,0.096,30,reviewed,us,us
2019-10-14T01:53:38.203Z,27.9463,55.8972,10,4.3,mb,,101,3.001,0.81,us,us70005x5y,2019-12-28T20:46:23.040Z,"92 km NNW of Bandar Abbas, Iran",earthquake,7.6,1.9,0.142,14,reviewed,us,us
2019-10-12T17:21:23.098Z,32.3678,49.7049,10,4.9,mb,,67,4.305,0.85,us,us70005tq5,2019-12-28T20:45:50.040Z,"60 km NE of Masjed Soleym?n, Iran",earthquake,7.9,1.9,0.05,131,reviewed,us,us
2019-10-11T09:19:34.712Z,28.3433,54.5223,10,4.2,mb,,86,3.703,0.64,us,us70005tcd,2019-12-28T20:45:59.040Z,"45 km S of D?r?b, Iran",earthquake,3.4,1.9,0.101,27,reviewed,us,us
2019-10-04T21:58:25.425Z,36.9242,54.0041,10,4.3,mb,,175,6.95,0.47,us,us70005tgx,2019-12-27T15:50:30.040Z,"40 km WNW of Gorg?n, Iran",earthquake,9.2,2,0.53,1,reviewed,us,us
2019-10-04T08:43:09.258Z,27.6516,53.1482,10,4,mb,,107,3.845,0.71,us,us70005tgm,2019-12-27T15:50:22.040Z,"28 km ENE of Mohr, Iran",earthquake,8.5,2,0.164,10,reviewed,us,us
2019-10-03T18:27:23.969Z,28.5403,53.6414,10,4.4,mb,,70,4.25,1.04,us,us70005qbt,2019-12-27T15:50:14.040Z,"44 km S of Fas?, Iran",earthquake,6.9,1.8,0.071,57,reviewed,us,us
2019-09-26T00:35:31.692Z,33.2873,47.4536,10,4.4,mb,,108,1.312,0.82,us,us70005lg5,2019-12-20T19:02:43.040Z,"17 km NNE of Darreh Shahr, Iran",earthquake,6.6,1.6,0.086,39,reviewed,us,us
2019-09-25T13:17:37.289Z,31.8613,49.7105,42.07,4.1,mb,,74,4.653,0.7,us,us70005ryp,2019-12-20T19:04:16.040Z,"39 km ESE of Masjed Soleym?n, Iran",earthquake,7.8,11.4,0.158,11,reviewed,us,us
2019-09-24T09:02:00.930Z,31.8651,49.6636,32.63,4.7,mb,,60,4.622,0.6,us,us60005mnv,2019-12-20T19:02:03.040Z,"34 km ESE of Masjed Soleym?n, Iran",earthquake,7,5.1,0.05,124,reviewed,us,us
2019-09-17T19:29:56.434Z,35.3317,46.2297,16.09,4.6,mb,,60,0.469,0.92,us,us70005hlq,2019-12-10T17:27:08.040Z,"21 km SSE of Mar?v?n, Iran",earthquake,5.2,3.9,0.054,102,reviewed,us,us
2019-09-16T20:03:22.415Z,27.5961,56.3791,10,4.3,mb,,112,2.644,1.25,us,us70005h8e,2019-12-05T18:31:11.040Z,"46 km NNE of Bandar Abbas, Iran",earthquake,8.4,1.9,0.083,41,reviewed,us,us
2019-09-16T16:58:49.082Z,36.566,50.0151,10,4.4,mb,,173,3.776,0.57,us,us70005h6u,2019-12-05T18:31:11.040Z,"32 km N of Qazvin, Iran",earthquake,10.7,1.9,0.149,14,reviewed,us,us
2019-09-16T16:55:41.986Z,27.6148,56.3437,10,4.5,mb,,105,2.661,0.93,us,us70005h57,2019-12-05T18:31:10.040Z,"47 km N of Bandar Abbas, Iran",earthquake,7.4,1.9,0.094,33,reviewed,us,us
2019-09-16T12:56:57.713Z,31.3802,51.1235,10,4.6,mb,,77,3.407,0.58,us,us70005h11,2019-12-05T18:31:10.040Z,"42 km W of Sem?rom, Iran",earthquake,5.3,1.9,0.122,20,reviewed,us,us
2019-09-09T22:40:52.641Z,34.3387,45.6771,10,4.3,mb,,122,0.777,0.57,us,us70005hub,2019-11-30T19:36:07.040Z,"21 km SW of Sarpol-e Z?ah?b, Iran",earthquake,6.2,1.9,0.169,10,reviewed,us,us
2019-09-08T19:13:45.552Z,27.0006,55.5872,10,4.3,mb,,87,2.12,1.08,us,us70005h4r,2019-11-30T19:36:12.040Z,"67 km W of Qeshm, Iran",earthquake,5,1.9,0.105,26,reviewed,us,us
2019-09-08T10:53:27.902Z,26.9094,55.608,10,4.6,mb,,82,2.028,0.64,us,us70005de5,2019-11-30T19:36:46.040Z,"65 km W of Qeshm, Iran",earthquake,4.1,1.9,0.077,50,reviewed,us,us
2019-09-03T18:47:00.026Z,27.1596,59.6919,10,4.9,mb,,76,3.834,1,us,us70005bl4,2019-11-30T19:37:27.040Z,"64 km N of Fann?j, Iran",earthquake,7.4,1.8,0.053,118,reviewed,us,us
2019-08-28T22:45:00.868Z,30.8691,50.1244,10,4,mb,,74,2.745,0.69,us,us70005bjg,2019-11-15T17:19:42.040Z,"32 km NNW of Behbah?n, Iran",earthquake,5.3,1.9,0.126,17,reviewed,us,us
2019-08-27T20:05:30.346Z,27.946,56.6744,10,4.2,mb,,76,3.018,0.78,us,us700058wf,2019-11-15T17:18:57.040Z,"92 km NNE of Bandar Abbas, Iran",earthquake,7.4,1.9,0.103,32,reviewed,us,us
2019-08-16T20:18:30.431Z,27.8226,50.877,10,4.1,mb,,108,5.57,0.71,us,us700058el,2019-11-02T15:26:22.040Z,"127 km S of Bushehr, Iran",earthquake,8.8,1.9,0.165,11,reviewed,us,us
2019-08-16T11:31:26.296Z,33.6666,46.9129,10,4,mb,,106,1.751,0.54,us,us700058e7,2019-11-02T15:26:22.040Z,"45 km E of ?l?m, Iran",earthquake,10,1.9,0.144,13,reviewed,us,us
2019-08-16T10:55:07.062Z,37.919,46.7098,10,4.3,mb,,91,2.49,0.9,us,us600055wp,2019-11-02T15:26:09.040Z,"40 km ESE of Tabriz, Iran",earthquake,7.3,1.9,0.092,33,reviewed,us,us
2019-08-13T23:31:09.555Z,34.936,56.5498,10,4.1,mb,,100,9.707,0.61,us,us600057iy,2019-11-02T15:26:19.040Z,"134 km WSW of Bardaskan, Iran",earthquake,7.1,2,0.158,11,reviewed,us,us
2019-08-04T19:51:16.008Z,30.5857,50.8453,7.72,5.4,mb,,42,6.245,0.89,us,us600050lk,2020-07-10T17:33:32.117Z,"25 km N of Dogonbadan, Iran",earthquake,7.4,1.8,0.036,267,reviewed,us,us
2019-08-03T00:26:06.921Z,34.5931,46.2472,10,4.2,mb,,69,0.678,0.76,us,us60004zzk,2019-10-19T21:42:06.040Z,"33 km SW of Jav?nr?d, Iran",earthquake,6.3,2,0.098,29,reviewed,us,us
2019-07-31T20:20:49.927Z,33.177,47.4846,10,4.3,mb,,58,2.425,1.25,us,us60004y79,2019-10-19T21:42:02.040Z,"10 km ENE of Darreh Shahr, Iran",earthquake,6.2,1.9,0.09,35,reviewed,us,us
2019-07-29T20:47:09.847Z,34.3828,45.644,10,4.7,mb,,115,0.735,0.81,us,us600051fm,2019-10-11T20:12:50.040Z,"21 km WSW of Sarpol-e Z?ah?b, Iran",earthquake,5.9,1.9,0.159,12,reviewed,us,us
2019-07-26T11:45:12.224Z,31.9141,55.6066,10,4.3,mb,,49,6.963,0.73,us,us60004vua,2019-10-11T20:12:35.040Z,"39 km NNE of B?fq, Iran",earthquake,6.6,1.9,0.089,36,reviewed,us,us
2019-07-22T22:59:02.026Z,26.759,55.0084,10,5,mww,,69,2.103,0.7,us,us70004qwn,2019-10-04T16:37:39.040Z,"25 km NNE of Bandar-e Lengeh, Iran",earthquake,7.7,1.8,0.086,13,reviewed,us,us
2019-07-21T08:24:28.493Z,33.0476,48.853,10,4.3,mb,,60,3.319,0.57,us,us70004pzf,2019-10-04T16:37:30.040Z,"62 km S of Azn?, Iran",earthquake,5.4,1.8,0.081,43,reviewed,us,us
2019-07-17T22:45:34.956Z,30.9803,48.7041,10,4.3,mb,,71,1.638,0.61,us,us70004mqv,2019-10-04T16:37:11.040Z,"Iran-Iraq border region",earthquake,7.7,1.9,0.097,30,reviewed,us,us
2019-07-17T15:19:32.703Z,34.3355,45.6504,10,4.5,mb,,45,2.672,0.93,us,us70004m8g,2019-10-04T16:37:09.040Z,"23 km SW of Sarpol-e Z?ah?b, Iran",earthquake,6.8,1.9,0.081,45,reviewed,us,us
2019-07-16T18:15:26.144Z,28.4389,56.8105,10,4.3,mb,,78,3.521,0.96,us,us70004llj,2019-10-04T16:37:03.040Z,"92 km S of K?h Sef?d, Iran",earthquake,4.4,1.9,0.079,50,reviewed,us,us
2019-07-16T16:21:04.552Z,28.4173,56.761,10,4.5,mb,,73,3.493,0.88,us,us70004lh0,2019-10-04T16:37:03.040Z,"95 km S of K?h Sef?d, Iran",earthquake,6.3,1.8,0.061,80,reviewed,us,us
2019-07-16T12:02:26.976Z,27.6805,53.2588,10,4.5,mb,,73,3.795,0.66,us,us70004lbp,2019-10-04T16:37:02.040Z,"39 km ENE of Mohr, Iran",earthquake,7.2,1.8,0.062,76,reviewed,us,us
2019-07-15T20:51:13.138Z,32.7927,50.3548,10,4.4,mb,,263,2.794,0.98,us,us60004uur,2019-09-28T20:00:42.040Z,"27 km SE of Fereyd?nshahr, Iran",earthquake,13.4,2,0.138,15,reviewed,us,us
2019-07-10T20:40:27.295Z,31.7642,49.1873,10,4.2,mb,,141,1.713,0.45,us,us70004p0e,2019-09-28T20:01:28.040Z,"22 km SSW of Masjed Soleym?n, Iran",earthquake,9,2,0.187,8,reviewed,us,us
2019-07-09T04:47:27.721Z,31.7625,49.4622,10,4.4,mb,,73,1.946,0.71,us,us70004nuq,2019-09-28T20:01:27.040Z,"24 km SE of Masjed Soleym?n, Iran",earthquake,6,1.8,0.112,23,reviewed,us,us
2019-07-08T16:41:50.696Z,29.8076,49.9126,10,4.1,mb,,130,3.194,0.84,us,us70004n41,2019-09-26T14:31:13.040Z,"63 km WNW of Bandar-e Gen?veh, Iran",earthquake,11,2,0.213,6,reviewed,us,us
2019-07-08T07:26:18.650Z,31.7688,49.4092,10,4.7,mb,,67,1.9,0.86,us,us70004ekb,2019-09-26T14:30:59.040Z,"21 km SSE of Masjed Soleym?n, Iran",earthquake,2.6,1.9,0.048,131,reviewed,us,us
2019-07-08T07:00:32.441Z,31.7564,49.5611,19,5.6,mww,,36,2.03,0.69,us,us70004ejm,2020-07-10T17:43:51.391Z,"31 km SE of Masjed Soleym?n, Iran",earthquake,6.7,1.8,0.098,10,reviewed,us,us
2019-07-04T06:27:31.973Z,35.9313,54.3844,10,4.7,mb,,79,7.111,0.89,us,us700049tk,2019-09-26T14:30:08.040Z,"26 km S of D?mgh?n, Iran",earthquake,8.6,1.9,0.084,43,reviewed,us,us
2019-07-04T06:24:55.450Z,36.2485,54.3756,10,4.1,mb,,184,7.133,0.7,us,us700049ti,2019-09-26T14:30:08.040Z,"Northern Iran",earthquake,11.8,2,0.152,12,reviewed,us,us
2019-07-02T00:13:50.300Z,29.509,51.4757,10,4.1,mb,,70,6.194,0.7,us,us700048gw,2019-09-26T14:30:01.040Z,"21 km SW of K?zer?n, Iran",earthquake,6.3,1.9,0.088,35,reviewed,us,us
2019-07-01T19:38:05.930Z,32.2231,48.9775,10,4.4,mb,,63,3.963,1.03,us,us7000488s,2019-09-14T16:08:27.040Z,"22 km NNE of Sh?shtar, Iran",earthquake,7.6,1.9,0.085,40,reviewed,us,us
2019-06-28T09:08:56.553Z,27.5877,53.2191,10,4.4,mb,,74,3.755,1.15,us,us700046gt,2019-09-14T16:08:16.040Z,"33 km E of Mohr, Iran",earthquake,7.7,1.9,0.07,59,reviewed,us,us
2019-06-24T15:14:09.963Z,27.626,53.1401,10,4.3,mb,,76,3.833,0.54,us,us60004599,2019-09-11T15:19:42.040Z,"26 km ENE of Mohr, Iran",earthquake,5.9,1.9,0.111,23,reviewed,us,us
2019-06-23T16:51:59.868Z,34.4405,45.6199,10,4.7,mb,,50,0.679,0.64,us,us600044vv,2019-09-11T15:19:37.040Z,"22 km W of Sarpol-e Z?ah?b, Iran",earthquake,5,1.9,0.047,137,reviewed,us,us
2019-06-20T10:20:29.630Z,33.5304,59.6126,10,4.5,mb,,64,7.893,0.88,us,us600043m8,2019-09-11T15:19:20.040Z,"45 km ESE of Q?’en, Iran",earthquake,7.8,1.9,0.064,72,reviewed,us,us
2019-06-18T20:14:26.456Z,30.1718,51.6277,10,4.2,mb,,80,6.602,1.31,us,us600042nm,2019-09-11T15:19:09.040Z,"12 km ENE of N?r?b?d, Iran",earthquake,8.3,1.9,0.103,26,reviewed,us,us
2019-06-17T13:32:26.307Z,27.6334,55.8904,10,4.7,mb,,86,2.691,0.85,us,us600041r7,2019-09-06T14:25:17.040Z,"62 km NW of Bandar Abbas, Iran",earthquake,7.7,1.9,0.067,68,reviewed,us,us
2019-06-15T07:08:28.032Z,31.0541,56.7123,10,4.3,mb,,69,5.724,0.89,us,us6000412d,2019-09-06T14:25:08.040Z,"25 km SSW of R?var, Iran",earthquake,7.2,1.9,0.105,26,reviewed,us,us
2019-06-14T22:09:29.107Z,26.0485,59.832,16.03,4,mb,,122,3.003,0.63,us,us600043rx,2019-09-06T14:25:23.040Z,"42 km WSW of N?kshahr, Iran",earthquake,9,5.2,0.299,3,reviewed,us,us
2019-06-12T23:21:55.682Z,34.9344,46.482,10,4.1,mb,,62,4.352,0.87,us,us6000407y,2019-09-06T14:25:00.040Z,"15 km NNW of Jav?nr?d, Iran",earthquake,8.9,2,0.106,24,reviewed,us,us
2019-06-12T00:45:56.800Z,31.9934,49.7291,10,4.2,mb,,78,4.572,1.16,us,us70003ydd,2019-09-06T14:25:33.040Z,"40 km E of Masjed Soleym?n, Iran",earthquake,8.4,1.9,0.094,31,reviewed,us,us
