time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-06-26T05:38:55.000Z,28.54,57.16,14,4.3,mb,,,,1.29,us,us200066wc,2016-08-31T03:08:16.040Z,"88 km SSE of K?h Sef?d, Iran",earthquake,4.3,4.8,0.113,22,reviewed,teh,us
2016-06-25T20:14:15.590Z,28.1615,51.542,10,4.2,mb,,60,1.46,0.71,us,us200066u9,2016-08-31T03:08:16.040Z,"113 km SE of Bushehr, Iran",earthquake,6.4,1.9,0.094,31,reviewed,us,us
2016-06-22T23:14:25.550Z,33.1697,47.4073,10,4.4,mb,,52,0.51,0.87,us,us20006643,2016-08-27T02:15:35.040Z,"3 km NE of Darreh Shahr, Iran",earthquake,4.7,1.9,0.074,53,reviewed,us,us
2016-06-22T21:05:43.300Z,34.819,45.299,12,4.1,mb,,,,1.38,us,us2000663h,2016-08-27T02:15:35.040Z,"34 km ENE of Kifr?, Iraq",earthquake,7.3,6.5,0.12,19,reviewed,teh,us
2016-06-22T16:57:00.780Z,38.5386,44.8594,10,4.3,mb,,48,0.683,1.02,us,us2000660w,2016-08-27T02:15:34.040Z,"8 km W of Khowy, Iran",earthquake,4,1.9,0.089,36,reviewed,us,us
2016-06-22T10:47:04.600Z,38.476,44.821,6.3,4.3,mb,,,,0.66,us,us200065xw,2022-08-03T04:21:54.716Z,"14 km SW of Khowy, Iran",earthquake,6.3,2.6,0.09,35,reviewed,teh,us
2016-06-17T10:03:47.120Z,30.1856,57.5551,10,4.4,mb,,58,0.323,1.3,us,us20006512,2016-08-27T02:15:26.040Z,"47 km ESE of Kerman, Iran",earthquake,4.2,1.9,0.076,50,reviewed,us,us
2016-06-12T16:48:37.970Z,38.6612,49.4808,10,4,mb,,127,3.96,1.19,us,us200063yv,2016-08-25T01:22:53.040Z,"55 km E of Lankaran, Azerbaijan",earthquake,3.7,1.9,0.125,17,reviewed,us,us
2016-06-04T09:54:13.000Z,30.06,57.61,8,4.3,mb,,,,0.77,us,us2000620x,2022-08-03T00:48:42.224Z,"56 km ESE of Kerman, Iran",earthquake,6.6,5.1,0.093,33,reviewed,teh,us
2016-05-29T17:18:33.140Z,27.9025,55.1466,37.82,4.5,mb,,65,3.094,0.61,us,us20005z1m,2016-08-10T22:30:26.040Z,"102 km ENE of Ger?sh, Iran",earthquake,10.4,7.9,0.115,22,reviewed,us,us
2016-05-25T05:57:50.890Z,31.5627,49.5379,10,4.2,mb,,68,5.29,0.74,us,us20005zdm,2016-08-03T22:33:44.040Z,"31 km NNW of R?mhormoz, Iran",earthquake,8.1,1.9,0.124,18,reviewed,us,us
2016-05-25T05:53:51.950Z,31.5667,49.5398,10,4.3,mb,,68,5.288,0.61,us,us20005xqw,2016-08-03T22:33:44.040Z,"32 km N of R?mhormoz, Iran",earthquake,8,1.9,0.137,15,reviewed,us,us
2016-05-24T17:52:03.880Z,37.5998,57.5631,29.22,4.8,mb,,80,0.548,1.42,us,us10005jn8,2016-08-03T22:33:44.040Z,"24 km NE of Bojn?rd, Iran",earthquake,3.9,4.5,0.049,129,reviewed,us,us
2016-05-20T11:59:15.300Z,28.291,58.563,98.9,4.4,mb,,,,1.21,us,us10005isk,2016-08-03T22:33:39.040Z,"92 km SSE of Bam, Iran",earthquake,6.7,5.9,0.069,61,reviewed,teh,us
2016-05-17T00:03:02.130Z,26.7202,60.1504,10,4,mb,,95,3.73,0.76,us,us10005hut,2016-07-22T19:39:09.040Z,"53 km ENE of Fann?j, Iran",earthquake,8.9,1.9,0.091,34,reviewed,us,us
2016-05-14T01:19:12.960Z,28.0168,52.4344,6.96,4.5,mb,,76,1.119,0.8,us,us10005hby,2016-07-22T19:39:05.040Z,"67 km NW of Mohr, Iran",earthquake,5.3,4.7,0.071,58,reviewed,us,us
2016-05-10T13:20:19.080Z,29.2233,52.0132,10,4.5,mb,,51,5.666,0.79,us,us10005gb7,2016-07-20T18:10:52.040Z,"56 km SE of K?zer?n, Iran",earthquake,7.8,1.8,0.064,71,reviewed,us,us
2016-05-10T00:05:43.820Z,27.8913,52.1124,10,4.1,mb,,81,4.697,0.62,us,us10005g77,2016-07-20T18:10:51.040Z,"84 km WNW of Mohr, Iran",earthquake,7.5,1.9,0.069,57,reviewed,us,us
2016-05-06T17:33:16.680Z,28.5792,52.2736,10.53,4.2,mb,,85,3.22,0.85,us,us10005ecl,2016-07-20T18:10:45.040Z,"41 km SW of F?r?z?b?d, Iran",earthquake,7.9,5.4,0.084,40,reviewed,us,us
2016-05-03T10:40:59.800Z,28.021,56.345,10,4.3,mb,,,,1.18,us,us10005gk7,2016-07-19T20:03:11.040Z,"92 km N of Bandar Abbas, Iran",earthquake,4.6,5.4,0.178,9,reviewed,teh,us
2016-05-03T07:04:48.280Z,26.1566,62.1324,46.97,4.4,mb,,100,5.488,0.45,us,us10005gjz,2016-07-19T20:03:11.040Z,"Iran-Pakistan border region",earthquake,7.7,7,0.12,20,reviewed,us,us
2016-04-26T09:47:25.000Z,31.79,51.15,9,4.3,mb,,,,1.14,us,us10005e1s,2016-07-08T02:49:23.040Z,"23 km SSW of Bor?jen, Iran",earthquake,3,4.3,0.202,7,reviewed,teh,us
2016-04-26T00:33:36.510Z,31.6693,50.929,10,4.6,mb,,42,6.027,0.72,us,us10005bjk,2016-07-08T02:49:23.040Z,"47 km SW of Bor?jen, Iran",earthquake,3.9,1.9,0.054,100,reviewed,us,us
2016-04-24T15:18:13.550Z,27.8307,55.1131,10,4.6,mb,,77,3.035,0.56,us,us20005let,2016-07-08T02:49:20.040Z,"97 km E of Ger?sh, Iran",earthquake,8.1,1.8,0.059,86,reviewed,us,us
2016-04-12T14:10:12.750Z,33.1032,47.3114,10,4.2,mb,,98,2.946,0.84,us,us20005hec,2016-06-21T01:14:09.040Z,"7 km SW of Darreh Shahr, Iran",earthquake,7,1.9,0.106,25,reviewed,us,us
2016-04-11T11:44:45.900Z,28.5134,52.1714,30.8,4.2,mb,,51,5.062,1.07,us,us20005gy0,2016-06-21T01:14:08.040Z,"53 km SW of F?r?z?b?d, Iran",earthquake,8.5,5.8,0.092,33,reviewed,us,us
2016-04-03T00:57:19.850Z,27.87,54.7502,10,4.2,mb,,27,0.388,0.74,us,us20005e7f,2016-06-17T21:45:12.040Z,"64 km ENE of Ger?sh, Iran",earthquake,3.5,1.9,0.087,37,reviewed,us,us
2016-03-31T07:15:17.650Z,31.8669,50.6651,10,4.9,mb,,58,8.444,0.8,us,us20005dly,2016-06-10T23:32:59.040Z,"44 km SSE of F?rs?n, Iran",earthquake,6.1,1.8,0.054,107,reviewed,us,us
2016-03-29T03:47:04.050Z,34.0091,48.3445,12.22,4.3,mb,,65,0.261,0.87,us,us20005ehy,2016-06-10T23:32:55.040Z,"11 km WSW of pamas, Iran",earthquake,2.8,4,0.187,8,reviewed,us,us
2016-03-25T04:49:36.470Z,28.562,52.1208,10,4.2,mb,,98,4.175,0.91,us,us20005dfg,2016-06-10T23:32:50.040Z,"53 km SW of F?r?z?b?d, Iran",earthquake,4.3,1.9,0.141,14,reviewed,us,us
2016-03-24T19:51:37.520Z,37.1359,47.3569,13.03,3.8,mb,,191,3.604,1.11,us,us20005cbd,2016-06-09T21:41:58.040Z,"46 km SE of Hashtr?d, Iran",earthquake,11.3,7.1,0.154,11,reviewed,us,us
2016-03-23T07:48:24.940Z,36.6904,52.2632,10,4.2,mb,,123,4.827,1.29,us,us20005bzm,2022-08-07T10:29:12.632Z,"22 km W of Fereyd?n Ken?r, Iran",earthquake,5.1,2,0.128,17,reviewed,us,us
2016-03-19T05:05:46.340Z,34.5391,46.9167,10,4.4,mb,,67,4.883,0.94,us,us20005ayp,2016-06-09T21:41:50.040Z,"21 km NW of Kahr?z, Iran",earthquake,8,1.9,0.089,37,reviewed,us,us
2016-03-14T17:26:50.140Z,37.3503,58.408,10,4.1,mb,,156,0.622,0.93,us,us10004xh8,2016-05-21T00:05:31.040Z,"28 km NNW of Q?ch?n, Iran",earthquake,4.6,1.9,0.135,15,reviewed,us,us
2016-03-12T10:47:25.400Z,30.716,50.037,9.1,4.2,mb,,,,1.05,us,us10004wzs,2016-05-21T00:05:26.040Z,"19 km E of Aghajari, Iran",earthquake,4.8,6.4,0.146,13,reviewed,teh,us
2016-03-10T09:16:24.550Z,30.5426,50.4478,10,4.3,mb,,69,7.555,1.08,us,us10004wha,2016-05-16T18:01:50.040Z,"20 km ESE of Behbah?n, Iran",earthquake,8.1,1.9,0.108,24,reviewed,us,us
2016-03-06T23:13:40.850Z,37.1234,48.2443,10,3.9,mb,,145,2.689,0.92,us,us10004vs6,2022-08-02T15:01:39.516Z,"54 km NNW of Zanj?n, Iran",earthquake,8.7,2,0.154,11,reviewed,us,us
2016-02-19T17:08:52.860Z,32.0788,45.8397,13.98,4.1,mb,,91,2.326,0.99,us,us10004s20,2016-05-03T23:44:11.040Z,"21 km WSW of Al ?ayy, Iraq",earthquake,9.2,5.3,0.145,14,reviewed,us,us
2016-02-19T17:05:39.790Z,31.5895,49.9247,10,4.6,mb,,58,1.181,1.01,us,us10004s2a,2016-05-03T23:44:11.040Z,"45 km NE of R?mhormoz, Iran",earthquake,4.2,1.9,0.082,45,reviewed,us,us
2016-02-17T05:13:03.740Z,32.3772,47.8655,10,4.2,mb,,78,6.78,0.9,us,us200050sv,2016-04-26T23:28:25.040Z,"40 km WNW of Sh?sh, Iran",earthquake,7.8,1.7,0.102,27,reviewed,us,us
2016-02-14T18:36:59.700Z,32.3956,47.8992,10,4.4,mb,,62,6.784,0.82,us,us20005064,2016-04-26T23:28:21.040Z,"39 km NW of Sh?sh, Iran",earthquake,9.2,1.9,0.107,25,reviewed,us,us
2016-02-05T12:53:51.360Z,28.6633,52.3822,10,4,mb,,80,1.062,0.92,us,us20004z20,2016-04-19T01:33:19.040Z,"27 km SW of F?r?z?b?d, Iran",earthquake,5.6,1.9,0.116,20,reviewed,us,us
2016-02-01T13:46:33.680Z,32.4299,55.533,10,4.3,mb,,64,5.88,1.11,us,us20004w9w,2016-04-14T22:51:39.040Z,"central Iran",earthquake,6.3,1.8,0.116,21,reviewed,us,us
2016-01-26T04:55:46.290Z,35.9726,53.3203,10,4,mb,,58,0.167,0.59,us,us20004ulv,2016-04-08T23:06:15.040Z,"29 km N of Mahdishahr, Iran",earthquake,5,1.9,0.232,5,reviewed,us,us
2016-01-23T04:20:22.270Z,33.7121,46.8896,10,4.3,mb,,53,0.575,0.9,us,us10004gkp,2022-08-02T06:43:00.052Z,"44 km E of ?l?m, Iran",earthquake,4.6,1.9,0.092,33,reviewed,us,us
2016-01-22T20:51:46.560Z,28.3453,55.2943,19.54,5.1,mww,,19,1.055,0.9,us,us10004ghe,2022-05-03T19:18:58.606Z,"86 km ESE of D?r?b, Iran",earthquake,5.3,3.1,,,reviewed,us,us
2016-01-21T19:28:59.350Z,27.3351,54.8165,10,4.7,mb,,31,2.687,0.66,us,us10004g5n,2016-04-06T17:30:30.040Z,"76 km ESE of Ger?sh, Iran",earthquake,7.1,1.8,0.061,84,reviewed,us,us
2016-01-18T12:18:32.610Z,26.8613,62.2971,47.28,4.1,mb,,219,5.809,0.72,us,us10004gd3,2016-04-06T17:30:25.040Z,"121 km NW of Turbat, Pakistan",earthquake,16.6,9.5,0.175,9,reviewed,us,us
2016-01-15T03:37:26.830Z,30.4991,49.9959,10,4.1,mb,,95,1.427,0.88,us,us10004esl,2016-04-06T17:30:20.040Z,"25 km WSW of Behbah?n, Iran",earthquake,6.4,1.9,0.126,17,reviewed,us,us
2016-01-12T13:05:27.600Z,27.5347,53.8582,10,4.2,mb,,64,3.329,0.86,us,us10004fdn,2016-03-30T02:27:56.040Z,"31 km WSW of Ger?sh, Iran",earthquake,7.3,1.9,0.118,20,reviewed,us,us
2016-01-12T02:38:39.700Z,39.1672,48.3423,10,4.5,mb,,38,1.441,0.88,us,us10004dp2,2016-03-30T02:27:56.040Z,"13 km WSW of Jalilabad, Azerbaijan",earthquake,5.5,1.9,0.08,46,reviewed,us,us
2016-01-11T15:53:36.120Z,27.7612,57.3575,10,4.4,mb,,68,2.989,1.11,us,us10004diy,2016-03-30T02:27:54.040Z,"southern Iran",earthquake,7.2,1.9,0.096,31,reviewed,us,us
2016-01-08T20:44:54.180Z,27.5373,53.4801,23.82,4.4,mb,,42,0.342,0.83,us,us10004cf8,2016-03-30T02:27:49.040Z,"58 km E of Mohr, Iran",earthquake,6.5,4.9,0.082,45,reviewed,us,us
2016-01-07T19:37:20.000Z,29.36,51.39,11,4.2,mb,,,,1.11,us,us10004c70,2016-03-28T22:09:45.040Z,"19 km ENE of Bor?zj?n, Iran",earthquake,7.5,4.5,0.115,21,reviewed,teh,us
2016-01-04T03:05:48.070Z,26.6051,55.4464,10,4.4,mb,,42,0.834,0.98,us,us10004b41,2016-03-28T22:09:35.040Z,"56 km E of Bandar-e Lengeh, Iran",earthquake,3.5,1.9,0.084,41,reviewed,us,us
2016-01-01T23:17:29.490Z,26.5711,55.1188,10,4.3,mb,,107,1.891,0.54,us,us10004ddg,2016-03-28T22:09:32.040Z,"23 km E of Bandar-e Lengeh, Iran",earthquake,10.7,2,0.154,12,reviewed,us,us
2015-12-31T03:50:30.000Z,31.09,57.08,8,3.9,mb,,,,0.89,us,us10004bum,2016-03-18T01:13:09.040Z,"32 km SE of R?var, Iran",earthquake,4.4,5,0.182,8,reviewed,teh,us
2015-12-27T01:52:00.710Z,27.8162,57.9299,10,4.1,mb,,135,1.613,1.22,us,us10004bj1,2016-03-18T01:13:02.040Z,"112 km NE of M?n?b, Iran",earthquake,4.1,1.9,0.166,10,reviewed,us,us
2015-12-23T02:18:51.610Z,32.5813,50.0506,10,4.1,mb,,69,0.717,0.85,us,us10004b6u,2016-03-12T02:29:22.040Z,"40 km S of Fereyd?nshahr, Iran",earthquake,3.6,1.9,0.184,8,reviewed,us,us
2015-12-21T10:30:43.990Z,31.8605,50.9743,7.8,4.4,mb,,57,0.247,1.09,us,us100048ky,2016-03-12T02:29:20.040Z,"31 km WSW of Bor?jen, Iran",earthquake,6.8,1.9,0.096,31,reviewed,us,us
2015-12-05T18:28:15.200Z,28.9278,51.99,38.39,4.1,mb,,82,0.845,1.41,us,us20004fsj,2016-03-02T03:36:33.040Z,"57 km W of F?r?z?b?d, Iran",earthquake,5.6,9.6,0.12,21,reviewed,us,us
2015-12-04T19:23:16.260Z,28.982,51.9632,25.23,4.7,mwr,,37,0.814,0.93,us,us100043er,2022-08-01T21:48:36.314Z,"61 km WNW of F?r?z?b?d, Iran",earthquake,6.9,4.4,,,reviewed,us,teh
2015-11-25T21:17:18.500Z,31.892,49.54,12,5.4,mb,,,,0.76,us,us100041c9,2022-08-01T20:18:38.215Z,"22 km ESE of Masjed Soleym?n, Iran",earthquake,4.9,3.5,0.04,214,reviewed,teh,us
2015-11-25T10:28:04.000Z,27.89,51.8,24,4,mb,,,,0.78,us,us100041rc,2016-02-18T04:48:55.040Z,"113 km WNW of Mohr, Iran",earthquake,8.5,6.9,0.134,15,reviewed,teh,us
2015-11-22T00:18:39.100Z,32.7266,47.6605,10,4.2,mb,,58,0.81,0.91,us,us1000407y,2016-02-18T04:48:48.040Z,"36 km E of Dehlor?n, Iran",earthquake,5.8,1.9,0.096,30,reviewed,us,us
2015-11-21T19:01:56.900Z,32.8,47.782,8,4.7,mb,,,,0.94,us,us10004050,2016-02-18T04:48:47.040Z,"40 km ESE of ?bd?n?n, Iran",earthquake,5.6,4.3,0.059,88,reviewed,teh,us
2015-11-16T17:03:15.040Z,38.3658,57.0547,31.86,4.2,mb,,85,0.944,1.02,us,us10003yr9,2016-02-13T02:08:25.040Z,"33 km WSW of Baharly, Turkmenistan",earthquake,7,6.7,0.146,13,reviewed,us,us
2015-11-16T06:26:52.320Z,29.1519,51.4561,10,4.1,mb,,91,5.955,0.33,us,us10003zj3,2016-02-13T02:08:24.040Z,"26 km ESE of Bor?zj?n, Iran",earthquake,7.7,1.9,0.165,10,reviewed,us,us
2015-11-11T10:29:38.750Z,26.9712,52.6953,10,4.4,mb,,63,3.748,0.61,us,us10003y50,2016-02-05T03:16:43.040Z,"67 km SSW of Mohr, Iran",earthquake,8.1,1.9,0.127,18,reviewed,us,us
2015-11-11T00:47:50.420Z,26.955,52.7648,10,4,mb,,121,3.686,1.01,us,us10003y4x,2016-02-05T03:16:42.040Z,"67 km S of Mohr, Iran",earthquake,10.2,1.9,0.173,9,reviewed,us,us
2015-11-10T23:17:13.490Z,35.5436,58.7529,10,4,mb,,35,0.737,0.7,us,us10003x7v,2016-02-05T03:16:42.040Z,"42 km NE of K?shmar, Iran",earthquake,4.4,1.9,0.144,13,reviewed,us,us
2015-10-30T21:48:05.110Z,28.0798,53.1864,10,4.4,mb,,43,4.129,0.86,us,us200040y4,2022-08-01T14:45:45.899Z,"65 km NNE of Mohr, Iran",earthquake,3.7,1.9,0.082,42,reviewed,us,us
2015-10-29T15:48:20.900Z,32.0055,56.1417,15.24,4.4,mb,,66,1.118,0.89,us,us200040gw,2016-01-30T02:10:55.040Z,"82 km ENE of B?fq, Iran",earthquake,2.9,4.2,0.096,31,reviewed,us,us
2015-10-25T14:26:15.550Z,29.6331,51.158,10,4.3,mb,,88,6.476,0.71,us,us200040fc,2016-01-22T23:41:15.040Z,"40 km N of Bor?zj?n, Iran",earthquake,10.7,1.9,0.111,23,reviewed,us,us
2015-10-22T05:14:57.400Z,32.01,56.11,9,4.2,mb,,,,1.06,us,us10003qlv,2016-01-22T23:41:09.040Z,"80 km ENE of B?fq, Iran",earthquake,9,3.3,0.141,17,reviewed,teh,us
2015-10-22T02:58:12.900Z,26.91,54.45,8.9,4.2,mb,,,,0.85,us,us20004041,2016-01-22T23:41:09.040Z,"57 km NW of Bandar-e Lengeh, Iran",earthquake,4.5,5.8,0.199,7,reviewed,teh,us
2015-10-20T15:42:22.780Z,31.8487,50.1964,10,4.8,mb,,40,8.518,0.81,us,us10003pxl,2022-05-03T18:03:36.529Z,"56 km SW of F?rs?n, Iran",earthquake,6.7,1.8,0.047,139,reviewed,us,us
2015-10-20T15:17:05.690Z,30.5547,50.3419,10,4.5,mb,,55,7.627,0.77,us,us10003rw5,2016-01-15T20:51:25.040Z,"10 km ESE of Behbah?n, Iran",earthquake,8.7,1.9,0.087,39,reviewed,us,us
2015-10-12T21:37:31.690Z,38.356,57.0609,10,4.9,mb,,51,0.935,1.15,us,us10003n4e,2022-05-03T19:04:58.641Z,"33 km WSW of Baharly, Turkmenistan",earthquake,2.7,1.9,0.065,74,reviewed,us,us
2015-10-11T01:17:29.310Z,29.3015,51.3368,10,4.2,mb,,155,1.08,0.75,us,us10003mry,2016-01-11T21:07:19.040Z,"11 km ENE of Bor?zj?n, Iran",earthquake,6.2,1.9,0.121,19,reviewed,us,us
2015-10-09T02:28:01.710Z,27.0846,54.5077,14.49,4.2,mb,,65,1.514,0.97,us,us10003p4y,2016-01-11T21:07:16.040Z,"69 km NNW of Bandar-e Lengeh, Iran",earthquake,4.4,5.6,0.128,17,reviewed,us,us
2015-10-07T18:21:36.560Z,27.2026,53.3863,10,4.1,mb,,130,3.387,1.07,us,us10003nvk,2016-01-04T22:29:34.040Z,"63 km SE of Mohr, Iran",earthquake,8.9,1.9,0.135,15,reviewed,us,us
2015-10-03T16:34:49.000Z,27.18,53.2,5,3.9,mb,,,,1.02,us,us10003k19,2016-01-04T22:28:57.040Z,"52 km SE of Mohr, Iran",earthquake,11.2,6.7,0.129,16,reviewed,teh,us
2015-09-30T22:26:36.500Z,28.099,53.732,9.3,4.2,mb,,,,0.9,us,us10003jdb,2015-12-28T23:08:52.040Z,"62 km NW of Ger?sh, Iran",earthquake,7.3,4,0.089,35,reviewed,teh,us
2015-09-25T09:28:02.360Z,32.7512,46.5066,10,4.1,mb,,125,1.574,0.92,us,us20003nzs,2015-12-28T23:08:39.040Z,"36 km NNW of ‘Al? al Gharb?, Iraq",earthquake,7,1.9,0.102,26,reviewed,us,us
2015-09-25T06:10:24.430Z,32.8324,46.5999,10,4.9,mb,,52,5.77,0.67,us,us20003nxf,2022-05-03T17:32:10.093Z,"41 km NNW of ‘Al? al Gharb?, Iraq",earthquake,7.5,1.8,0.072,61,reviewed,us,us
2015-09-16T19:12:18.800Z,38.6093,44.5697,5.5,4.1,mb,,,,1.07,us,us20003k3j,2015-12-12T00:42:56.040Z,"33 km W of Khowy, Iran",earthquake,6.7,6.3,0.117,20,reviewed,isk,us
2015-09-15T17:35:52.050Z,37.3305,54.4119,29.81,4.4,mb,,37,0.796,1.53,us,us20003jq6,2022-08-01T05:14:52.077Z,"54 km N of Gorg?n, Iran",earthquake,3.7,5.4,0.082,42,reviewed,us,us
2015-09-11T02:41:35.690Z,27.4713,56.5586,10,4.1,mb,,91,0.35,1.21,us,us20003iqi,2015-12-12T00:42:46.040Z,"41 km NE of Bandar Abbas, Iran",earthquake,5.2,1.9,0.117,20,reviewed,us,us
2015-09-11T02:38:18.320Z,27.4589,56.6124,10.51,4.2,mb,,73,0.395,1.21,us,us20003iqh,2015-12-12T00:42:46.040Z,"44 km NE of Bandar Abbas, Iran",earthquake,5.5,4.8,0.102,27,reviewed,us,us
2015-09-08T01:18:28.100Z,28.584,57.237,10,4,mb,,,,1.03,us,us20003le1,2015-12-05T01:40:35.040Z,"87 km SSE of K?h Sef?d, Iran",earthquake,4.8,4.9,0.116,20,reviewed,teh,us
2015-09-01T02:33:19.500Z,37.66,44.821,4.8,4.1,mb,,,,1.31,us,us20003f9y,2022-08-01T02:53:52.835Z,"25 km WNW of Or?m?yeh, Iran",earthquake,3.3,5.4,0.158,11,reviewed,teh,us
2015-08-30T14:38:41.800Z,37.1228,57.7989,11.71,4.9,mb,,61,0.844,0.84,us,us1000365u,2015-12-01T00:36:04.040Z,"26 km E of Esfar?yen, Iran",earthquake,3.8,3.8,0.059,91,reviewed,us,us
2015-08-28T10:53:47.560Z,28.6302,52.731,10,4.1,mb,,96,0.754,1.37,us,us100035nh,2015-12-01T00:36:00.040Z,"28 km SSE of F?r?z?b?d, Iran",earthquake,4.9,1.8,0.109,23,reviewed,us,us
2015-08-27T00:24:22.000Z,26.541,55.877,11,4.2,mb,,,,1.38,us,us10003573,2015-12-01T00:35:57.040Z,"53 km NW of Dib Dibba, Oman",earthquake,4.6,3.6,0.14,14,reviewed,teh,us
2015-08-25T17:44:11.120Z,32.7051,47.879,6.14,4.2,mb,,135,0.817,1.41,us,us20003hc1,2015-11-24T02:09:35.040Z,"53 km SE of ?bd?n?n, Iran",earthquake,5.9,7.1,0.141,14,reviewed,us,us
2015-08-25T17:36:33.920Z,35.5908,52.582,6.67,4.6,mb,,67,0.371,0.95,us,us100034tc,2022-08-01T01:47:39.424Z,"19 km S of Soleh Bon, Iran",earthquake,7.6,5,0.07,61,reviewed,us,us
2015-08-24T16:23:51.610Z,37.0506,55.147,30.34,4.1,mb,,159,2.52,1.34,us,us100034i4,2015-11-24T02:09:33.040Z,"4 km SSW of ?z?dshahr, Iran",earthquake,11.4,7.1,0.145,13,reviewed,us,us
2015-08-21T01:21:16.100Z,30.042,57.643,8,3.9,mb,,,,1.33,us,us100033v8,2015-11-24T02:09:26.040Z,"60 km ESE of Kerman, Iran",earthquake,4.3,7.3,0.515,1,reviewed,teh,us
2015-08-18T16:02:35.270Z,31.1068,49.3841,6.22,4.1,mb,,125,5.575,0.89,us,us20003frz,2015-11-17T00:13:35.040Z,"23 km N of R?msh?r, Iran",earthquake,10,6.7,0.197,7,reviewed,us,us
2015-08-18T11:26:20.760Z,29.666,47.6767,15.07,4.4,mb,,195,1.856,1.02,us,us10003347,2015-11-17T00:13:35.040Z,"36 km N of Al Jahr?’, Kuwait",earthquake,9.8,5.6,0.134,16,reviewed,us,us
2015-08-17T17:36:00.000Z,36.34,55.28,8,4.3,mb,,,,1.72,us,us100032xt,2015-11-17T00:13:33.040Z,"28 km ESE of Shahrud, Iran",earthquake,8.9,4.4,0.099,29,reviewed,teh,us
2015-08-10T19:02:36.000Z,27.48,54.67,12,4.2,mb,,,,1.1,us,us100030v8,2015-11-06T18:06:25.040Z,"56 km ESE of Ger?sh, Iran",earthquake,8.4,3,0.089,35,reviewed,teh,us
2015-08-10T16:07:38.650Z,37.0667,55.1336,31.54,4,mb,,170,2.524,0.68,us,us100035as,2015-11-06T18:06:30.040Z,"4 km WSW of ?z?dshahr, Iran",earthquake,11.9,6.3,0.184,8,reviewed,us,us
2015-07-31T10:06:31.380Z,30.0391,57.5809,11,5.2,mwb,,55,0.181,0.74,us,us10002wtx,2022-07-31T21:45:24.663Z,"55 km ESE of Kerman, Iran",earthquake,4.4,1.8,0.068,21,reviewed,us,us
2015-07-25T16:10:40.750Z,30.0856,57.6938,4.08,4.8,mb,,98,0.26,1.1,us,us20003033,2015-10-22T20:04:58.040Z,"63 km ESE of Kerman, Iran",earthquake,3.2,4.7,0.072,60,reviewed,us,us
2015-07-23T02:20:36.300Z,28.274,52.913,16,4.1,mb,,,,0.87,us,us20002zet,2015-10-22T20:04:53.040Z,"71 km SSE of F?r?z?b?d, Iran",earthquake,5.8,5.6,0.115,21,reviewed,teh,us
2015-07-11T18:27:39.800Z,35.753,44.754,6,4.4,mb,,,,1.33,us,us20002wtt,2015-10-09T20:19:13.040Z,"25 km NNW of Jamjam?l, Iraq",earthquake,4.7,4.6,0.058,87,reviewed,teh,us
2015-07-08T01:48:53.600Z,32.349,49.376,10,4.3,mb,,,,1.46,us,us20002vwu,2015-09-30T00:21:02.040Z,"46 km N of Masjed Soleym?n, Iran",earthquake,5.1,1.3,0.086,38,reviewed,teh,us
2015-07-03T12:37:36.000Z,26.73,54.86,11,3.8,mb,,,,1.38,us,us20002yxl,2015-09-30T00:20:53.040Z,"19 km N of Bandar-e Lengeh, Iran",earthquake,4,5.6,0.208,6,reviewed,teh,us
2015-07-01T06:43:28.730Z,28.1277,57.4498,50.38,4.4,mb,,51,3.36,1.21,us,us10002mr7,2015-09-02T22:37:26.040Z,"116 km NNE of M?n?b, Iran",earthquake,8.8,8,0.102,28,reviewed,us,us
2015-06-26T05:16:02.900Z,28.58,52.164,20,4,mb,,,,0.84,us,us20002wkp,2015-09-02T22:37:19.040Z,"49 km SW of F?r?z?b?d, Iran",earthquake,6,5.9,0.163,10,reviewed,teh,us
2015-06-12T06:57:52.100Z,28.253,57.211,8,4.5,mb,,,,0.87,us,us20002p99,2015-08-20T00:43:55.040Z,"120 km SSE of K?h Sef?d, Iran",earthquake,5.9,4.2,0.073,55,reviewed,teh,us
2015-06-07T23:56:04.140Z,27.7988,55.1304,10,4,mb,,85,3,0.86,us,us20002qqf,2015-08-10T13:08:24.040Z,"99 km E of Ger?sh, Iran",earthquake,6.3,1.9,0.088,35,reviewed,us,us
2015-06-01T00:02:29.890Z,29.8745,50.706,10,4.4,mb,,70,6.926,0.59,us,us20002kwk,2015-08-08T00:49:35.040Z,"37 km NNE of Bandar-e Gen?veh, Iran",earthquake,7.1,1.9,0.071,57,reviewed,us,us
2015-05-24T09:10:40.420Z,27.7955,52.8116,10,4.4,mb,,107,4.161,0.28,us,us20002lnw,2015-07-29T01:35:39.040Z,"27 km NNW of Mohr, Iran",earthquake,9.3,2,0.241,5,reviewed,us,us
2015-05-21T18:04:09.080Z,33.224,48.2293,10,4.4,mb,,57,6.369,0.89,us,us10002b7j,2015-07-29T01:35:31.040Z,"31 km SSW of Khorramabad, Iran",earthquake,5.6,1.9,0.086,39,reviewed,us,us
2015-05-20T07:46:30.500Z,27.312,52.915,10,4,mb,,,,1.29,us,us20002kcd,2015-07-23T01:04:13.040Z,"27 km S of Mohr, Iran",earthquake,11.1,5.6,0.196,8,reviewed,teh,us
